"_totl,_time","_Vind,_kias","Vtrue,_ktas","Vtrue,_ktgs","hpath,_true","vpath,__deg","pitch,__deg","_roll,__deg","p-alt,ftMSL","hding,_true","hding,__mag","__mag,_comp","__lat,__deg","__lon,__deg","___CG,ftMSL","copN1,h-def","copN1,v-def"
"0.05025","0.00000","62.42242","62.34108","0.34415","-0.84221","0.01313","-0.01122","2554.87158","0.34185","345.17319","359.70853","47.26474","-122.30951","2554.87158","0.00000","0.00000"
"0.22036","0.00000","62.93356","62.84506","0.35235","-2.55201","0.23600","-0.11181","2554.28882","0.32085","345.15219","357.42374","47.26479","-122.30951","2554.28882","0.00000","0.00000"
"0.41516","0.00000","63.47778","63.28865","0.35858","-3.97051","0.48735","-0.23266","2553.06348","0.25256","345.08386","355.25110","47.26484","-122.30951","2553.06372","0.00000","0.00000"
"0.62190","7.95958","64.01972","63.74569","0.35441","-5.04972","0.38399","-0.33518","2551.28638","0.13725","344.96854","353.36261","47.26490","-122.30951","2551.28638","0.00000","0.00000"
"0.81865","18.47725","64.52338","64.16255","0.33871","-5.87551","-0.17100","-0.41932","2549.24097","0.01350","344.84479","351.88388","47.26497","-122.30951","2549.24097","0.00000","0.00000"
"1.03440","28.42499","65.09003","64.62090","0.31071","-6.72813","-1.19695","-0.50207","2546.64014","359.89291","344.72418","350.54794","47.26503","-122.30951","2546.64014","0.41195","-0.41195"
"1.23425","36.02173","65.64813","65.04504","0.27811","-7.54795","-2.36774","-0.56947","2543.88965","359.81348","344.64474","349.53009","47.26509","-122.30951","2543.88965","1.58442","-1.58442"
"1.43414","42.19490","66.25079","65.47970","0.24290","-8.41493","-3.59725","-0.62603","2540.78345","359.76898","344.60022","348.68857","47.26515","-122.30951","2540.78369","2.10241","-2.10241"
"1.65482","47.50341","66.97616","66.05019","0.20389","-9.40769","-4.90224","-0.67473","2536.92773","359.74640","344.57764","347.93692","47.26522","-122.30951","2536.92773","2.33935","-2.33935"
"1.83799","50.99271","67.62650","66.52387","0.17200","-10.23123","-5.89727","-0.70596","2533.37012","359.73669","344.56790","347.42883","47.26527","-122.30950","2533.37012","2.42398","-2.42398"
"2.03243","54.04100","68.36234","67.02818","0.13844","-11.07936","-6.85477","-0.73237","2529.22437","359.72589","344.55710","346.98083","47.26533","-122.30950","2529.22437","2.46621","-2.46621"
"2.25450","56.82234","69.25717","67.71729","0.09985","-11.99172","-7.84422","-0.75680","2524.04932","359.70532","344.53653","346.56601","47.26540","-122.30950","2524.04932","2.48648","-2.48648"
"2.45291","58.86132","70.10131","68.34457","0.06415","-12.74662","-8.65393","-0.77645","2519.03857","359.67899","344.51016","346.26401","47.26546","-122.30950","2519.03857","2.49401","-2.49401"
"2.65214","60.62825","70.98720","68.99776","0.02689","-13.44579","-9.41140","-0.79557","2513.64868","359.64783","344.47900","346.01160","47.26553","-122.30950","2513.64868","2.49737","-2.49737"
"2.84529","62.13514","71.87968","69.68688","359.98941","-14.06822","-10.10188","-0.81368","2508.10034","359.61572","344.44687","345.80695","47.26559","-122.30950","2508.10034","2.49881","-2.49881"
"3.03298","63.49314","72.77524","70.34814","359.95197","-14.62448","-10.73260","-0.83052","2502.40771","359.58444","344.41559","345.63809","47.26565","-122.30950","2502.40771","2.49945","-2.49945"
"3.25040","64.95450","73.84429","71.19247","359.90747","-15.21058","-11.41351","-0.84885","2495.46777","359.54883","344.37994","345.47366","47.26572","-122.30950","2495.46777","2.49978","-2.49978"
"3.44139","66.18972","74.80807","71.96714","359.86761","-15.67603","-11.96306","-0.86392","2489.07520","359.51849","344.34961","345.35165","47.26579","-122.30950","2489.07520","2.44596","-2.49990"
"3.61991","67.33463","75.72696","72.66204","359.82980","-16.06993","-12.43250","-0.87698","2482.85767","359.49069","344.32178","345.25308","47.26585","-122.30950","2482.85767","2.21853","-2.49995"
"3.85146","68.78826","76.94108","73.71037","359.78015","-16.51979","-12.97763","-0.89223","2474.47095","359.45444","344.28552","345.14401","47.26592","-122.30951","2474.47095","1.85790","-2.49998"
"4.05261","70.03513","78.01216","74.60647","359.73648","-16.85498","-13.39076","-0.90354","2466.90845","359.42181","344.25287","345.06284","47.26599","-122.30951","2466.90845","1.55702","-2.49999"
"4.26633","71.09262","79.16264","75.59781","359.68951","-17.15487","-13.76797","-0.91379","2458.60889","359.38577","344.21683","344.98724","47.26607","-122.30951","2458.60889","1.27521","-2.50000"
"4.45848","72.05332","80.20496","76.49386","359.64682","-17.37516","-14.05376","-0.92168","2450.93262","359.35248","344.18350","344.92673","47.26613","-122.30951","2450.93262","1.05999","-2.50000"
"4.66580","73.10073","81.33356","77.49508","359.60028","-17.56090","-14.30690","-0.92879","2442.44263","359.31595","344.14697","344.86749","47.26621","-122.30951","2442.44263","0.86615","-2.50000"
"4.87339","74.16277","82.46432","78.51443","359.55328","-17.69425","-14.50415","-0.93472","2433.74731","359.27930","344.11029","344.81323","47.26628","-122.30951","2433.74731","0.70621","-2.50000"
"5.08005","75.23105","83.58800","79.55094","359.50629","-17.77607","-14.64624","-0.93934","2424.92065","359.24274","344.07370","344.76321","47.26636","-122.30951","2424.92065","0.57595","-2.50000"
"5.27574","76.25124","84.64722","80.54300","359.46155","-17.80809","-14.73227","-0.94269","2416.42676","359.20804","344.03897","344.71875","47.26643","-122.30951","2416.42676","0.47472","-2.50000"
"5.48534","77.34914","85.77277","81.62548","359.41351","-17.79434","-14.77349","-0.94531","2407.20752","359.17072","344.00165","344.67361","47.26651","-122.30951","2407.20752","0.38620","-2.50000"
"5.69146","78.42802","86.86779","82.70554","359.36624","-17.73373","-14.76423","-0.94657","2398.04224","359.13373","343.96463","344.63113","47.26659","-122.30951","2398.04224","0.31591","-2.50000"
"5.89426","79.49097","87.93135","83.76453","359.31979","-17.63032","-14.70808","-0.94641","2388.95361","359.09641","343.92731","344.59067","47.26667","-122.30952","2388.95361","0.25945","-2.50000"
"6.09587","80.54585","88.97164","84.82433","359.27356","-17.48583","-14.60769","-0.94502","2379.87231","359.05862","343.88953","344.55136","47.26675","-122.30952","2379.87231","0.21359","-2.50000"
"6.30057","81.61222","90.00904","85.89680","359.22665","-17.29823","-14.46181","-0.94328","2370.62964","359.02042","343.85126","344.51199","47.26683","-122.30952","2370.62964","0.17559","-2.50000"
"6.49431","82.61369","90.96941","86.92041","359.18240","-17.08370","-14.28446","-0.94096","2361.88330","358.98462","343.81546","344.47516","47.26690","-122.30952","2361.88330","0.14622","-2.50000"
"6.69016","83.61661","91.92314","87.94740","359.13794","-16.83165","-14.06784","-0.94277","2353.06689","358.94815","343.77896","344.43826","47.26698","-122.30952","2353.06689","0.12186","-2.50000"
"6.88606","84.60858","92.88239","88.99996","359.09351","-16.54379","-13.81297","-0.96184","2344.29370","358.90991","343.74072","344.40250","47.26706","-122.30952","2344.29370","0.10188","-2.50000"
"7.08950","85.62812","93.88331","90.11497","359.04675","-16.20565","-13.50630","-0.98864","2335.25513","358.86444","343.69522","344.36667","47.26715","-122.30952","2335.25513","0.08498","-2.50000"
"7.29555","86.65128","94.88826","91.24969","358.99783","-15.82219","-13.15217","-1.01716","2326.20044","358.81085","343.64163","344.33066","47.26723","-122.30952","2326.20044","0.07112","-2.50000"
"7.48943","87.60613","95.81634","92.32403","358.95010","-15.42478","-12.78062","-1.04277","2317.79907","358.75494","343.58569","344.29584","47.26731","-122.30953","2317.79907","0.06053","-2.50000"
"7.69666","88.61831","96.78015","93.45674","358.89703","-14.96256","-12.34491","-1.06808","2308.97388","358.69189","343.52261","344.25714","47.26741","-122.30953","2308.97388","0.05136","-2.50000"
"7.88959","89.55093","97.64731","94.49332","358.84595","-14.49971","-11.90555","-1.08981","2300.92798","358.63297","343.46368","344.21954","47.26749","-122.30953","2300.92798","0.04444","-2.50000"
"8.09335","90.52181","98.52632","95.54558","358.79050","-13.97892","-11.40844","-1.10997","2292.63501","358.57159","343.40228","344.17838","47.26758","-122.30954","2292.63501","0.03857","-2.50000"
"8.30333","91.50153","99.37128","96.61720","358.73196","-13.41152","-10.86356","-1.11642","2284.33765","358.51065","343.34131","344.13431","47.26767","-122.30954","2284.33765","0.03376","-2.50000"
"8.49477","92.37106","100.07604","97.51562","358.67825","-12.87054","-10.34216","-1.11213","2277.01782","358.45895","343.28958","344.09247","47.26776","-122.30954","2277.01782","0.03025","-2.50000"
"8.69273","93.24020","100.74824","98.39639","358.62286","-12.29060","-9.78116","-1.10478","2269.71729","358.41022","343.24084","344.04785","47.26785","-122.30955","2269.71729","0.02735","-2.50000"
"8.89172","94.07571","101.37010","99.23553","358.56793","-11.68841","-9.19584","-1.09646","2262.67334","358.36600","343.19659","344.00269","47.26794","-122.30955","2262.67334","0.02509","-2.50000"
"9.08650","94.85188","101.92767","100.00024","358.51508","-11.08216","-8.60400","-1.08711","2256.08252","358.32416","343.15472","343.95850","47.26803","-122.30956","2256.08252","0.02341","-2.50000"
"9.29125","95.62217","102.46339","100.74866","358.46017","-10.42855","-7.96339","-1.07743","2249.49780","358.28098","343.11151","343.91220","47.26812","-122.30956","2249.49780","0.02214","-2.50000"
"9.49597","96.34446","102.94806","101.43758","358.40631","-9.75978","-7.30542","-1.06815","2243.28467","358.23871","343.06924","343.86624","47.26822","-122.30956","2243.28467","0.02116","-2.50000"
"9.70097","97.01860","103.38380","102.06947","358.35327","-9.07622","-6.63126","-1.05900","2237.45044","358.19446","343.02496","343.82034","47.26832","-122.30956","2237.45044","0.02055","-2.50000"
"9.89339","97.60617","103.74664","102.60948","358.30399","-8.42343","-5.98569","-1.05205","2232.34058","358.15195","342.98242","343.77716","47.26841","-122.30957","2232.34058","0.02030","-2.50000"
"10.09200","98.16662","104.07436","103.10970","358.25363","-7.73970","-5.30816","-1.04596","2227.45093","358.10727","342.93774","343.73236","47.26850","-122.30957","2227.45093","0.02020","-2.50000"
"10.28779","98.67338","104.35157","103.54658","358.20441","-7.05711","-4.63051","-1.04134","2223.02466","358.06287","342.89331","343.68805","47.26860","-122.30958","2223.02466","0.02016","-2.50000"
"10.48981","99.14845","104.58736","103.93233","358.15417","-6.34567","-3.92325","-1.03656","2218.87671","358.01593","342.84634","343.64212","47.26869","-122.30958","2218.87671","0.02023","-2.50000"
"10.69325","99.57747","104.77513","104.25998","358.10376","-5.62361","-3.20437","-1.03288","2215.13818","357.96802","342.79840","343.59564","47.26879","-122.30959","2215.13818","0.02062","-2.50000"
"10.88614","99.93866","104.90803","104.50959","358.05615","-4.93498","-2.51741","-1.03105","2212.00684","357.92328","342.75363","343.55127","47.26888","-122.30959","2212.00684","0.02113","-2.50000"
"11.09474","100.27467","104.96297","104.69826","358.00211","-4.01365","-0.81555","-1.02915","2209.08887","357.86206","342.69241","343.50290","47.26899","-122.30959","2209.08887","0.02174","-2.50000"
"11.30441","100.54642","104.95367","104.80722","357.94687","-2.99812","-0.60014","-1.02671","2206.85986","357.82285","342.65317","343.45450","47.26908","-122.30960","2206.85986","0.02235","-2.50000"
"11.50504","100.76096","104.94176","104.84494","357.90106","-2.45189","-0.72208","-1.02798","2205.19434","357.78214","342.61246","343.40683","47.26918","-122.30961","2205.19434","0.02292","-2.50000"
"11.70831","100.94220","104.91581","104.84776","357.85715","-2.07251","-0.57956","-1.02891","2203.78369","357.73871","342.56897","343.35861","47.26928","-122.30961","2203.78369","0.02351","-2.50000"
"11.90138","101.08067","104.87302","104.82511","357.81647","-1.76187","-0.37389","-1.02821","2202.64746","357.70132","342.53159","343.31360","47.26937","-122.30962","2202.64746","0.02419","-2.50000"
"12.09879","101.18848","104.81506","104.78270","357.77588","-1.48289","-0.18822","-1.02730","2201.66577","357.66663","342.49686","343.26898","47.26947","-122.30962","2201.66577","0.02505","-2.50000"
"12.29480","101.26353","104.74253","104.72121","357.73663","-1.24363","-0.03067","-1.02624","2200.84717","357.63239","342.46262","343.22614","47.26957","-122.30962","2200.84717","0.02599","-2.50000"
"12.49116","101.30948","104.65773","104.64474","357.69815","-1.03703","0.10577","-1.02506","2200.16235","357.59628","342.42645","343.18423","47.26966","-122.30963","2200.16235","0.02699","-2.50000"
"12.68990","101.32914","104.56252","104.55546","357.65967","-0.85790","0.22173","-1.02423","2199.58716","357.55771","342.38788","343.14255","47.26976","-122.30964","2199.58716","0.02802","-2.50000"
"12.88836","101.32495","104.45784","104.45497","357.62161","-0.70705","0.31465","-1.02366","2199.11353","357.51889","342.34903","343.10132","47.26985","-122.30965","2199.11377","0.02906","-2.50000"
"13.08955","101.29950","104.34588","104.34646","357.58331","-0.58118","0.38618","-1.02349","2198.71924","357.48035","342.31046","343.06003","47.26995","-122.30965","2198.71924","0.03010","-2.50000"
"13.27978","101.25848","104.23459","104.23665","357.54752","-0.48581","0.43379","-1.02340","2198.41113","357.44507","342.27515","343.02151","47.27004","-122.30965","2198.41113","0.03107","-2.50000"
"13.47383","101.20226","104.11823","104.12119","357.51135","-0.41114","0.46297","-1.02349","2198.14697","357.40979","342.23987","342.98270","47.27013","-122.30966","2198.14697","0.03206","-2.50000"
"13.67200","101.13210","103.99817","104.00188","357.47482","-0.35711","0.47374","-1.02363","2197.91650","357.37399","342.20404","342.94379","47.27023","-122.30967","2197.91650","0.03309","-2.50000"
"13.87770","101.04810","103.87444","103.87849","357.43729","-0.32340","0.46570","-1.02389","2197.70483","357.33707","342.16708","342.90393","47.27033","-122.30968","2197.70483","0.03417","-2.50000"
"14.07569","100.95897","103.75523","103.75958","357.40152","-0.31133","0.44032","-1.02410","2197.51465","357.30045","342.13043","342.86609","47.27042","-122.30968","2197.51465","0.03522","-2.50000"
"14.27190","100.86444","103.63730","103.64163","357.36618","-0.31813","0.39883","-1.02452","2197.32788","357.26401","342.09399","342.82886","47.27052","-122.30968","2197.32788","0.03625","-2.50000"
"14.46999","100.76425","103.52160","103.52526","357.33078","-0.34289","0.34124","-1.02477","2197.12939","357.22763","342.05759","342.79156","47.27061","-122.30969","2197.12939","0.03728","-2.50000"
"14.66282","100.66367","103.41254","103.41557","357.29639","-0.38332","0.27111","-1.02526","2196.91699","357.19296","342.02289","342.75555","47.27071","-122.30970","2196.91699","0.03830","-2.50000"
"14.86055","100.55869","103.30637","103.30853","357.26144","-0.44037","0.18545","-1.02550","2196.66992","357.15808","341.98801","342.71902","47.27080","-122.30971","2196.66992","0.03935","-2.50000"
"15.05979","100.45251","103.20509","103.20584","357.22638","-0.51294","0.08584","-1.02576","2196.38159","357.12305","341.95294","342.68262","47.27089","-122.30972","2196.38159","0.04043","-2.50000"
"15.26230","100.34547","103.10797","103.10722","357.19104","-0.60124","-0.02811","-1.02561","2196.03906","357.08737","341.91724","342.64587","47.27099","-122.30972","2196.03906","0.04157","-2.50000"
"15.45398","100.24621","103.02344","103.01989","357.15768","-0.69742","-0.14687","-1.02560","2195.66113","357.05328","341.88315","342.61145","47.27108","-122.30972","2195.66113","0.04270","-2.50000"
"15.65280","100.14623","102.94502","102.93868","357.12320","-0.80906","-0.28073","-1.02566","2195.20654","357.01859","341.84842","342.57599","47.27118","-122.30973","2195.20654","0.04390","-2.50000"
"15.85832","100.04724","102.87236","102.86190","357.08768","-0.93641","-0.43001","-1.02578","2194.66235","356.98370","341.81351","342.53979","47.27127","-122.30974","2194.66235","0.04524","-2.50000"
"16.05411","99.95819","102.81303","102.79807","357.05417","-1.06822","-0.58152","-1.02545","2194.06738","356.95041","341.78018","342.50562","47.27137","-122.30975","2194.06738","0.04650","-2.50000"
"16.25203","99.87408","102.76285","102.74249","357.02039","-1.21104","-0.74363","-1.02493","2193.38354","356.91602","341.74579","342.47137","47.27146","-122.30975","2193.38354","0.04779","-2.50000"
"16.44437","99.79887","102.72344","102.69665","356.98767","-1.35852","-0.90920","-1.02426","2192.63477","356.88235","341.71210","342.43826","47.27155","-122.30976","2192.63477","0.04908","-2.50000"
"16.65392","99.72489","102.69121","102.65626","356.95203","-1.52821","-1.09805","-1.02363","2191.71875","356.84595","341.67566","342.40219","47.27165","-122.30977","2191.71875","0.05046","-2.50000"
"16.86085","99.66068","102.67195","102.62743","356.91705","-1.70437","-1.29164","-1.02272","2190.70605","356.81058","341.64026","342.36676","47.27175","-122.30978","2190.70605","0.05182","-2.50000"
"17.06393","99.60683","102.66771","102.61262","356.88278","-1.88363","-1.47998","-1.02207","2189.60303","356.77621","341.60590","342.33228","47.27185","-122.30978","2189.60303","0.05314","-2.50000"
"17.26397","99.56355","102.67634","102.60975","356.84903","-2.06141","-1.65460","-1.02170","2188.40820","356.74319","341.57281","342.29871","47.27194","-122.30979","2188.40820","0.05446","-2.50000"
"17.46331","99.53058","102.69468","102.61609","356.81546","-2.23456","-1.81394","-1.02108","2187.11157","356.71063","341.54025","342.26556","47.27204","-122.30980","2187.11157","0.05581","-2.50000"
"17.65605","99.50858","102.72149","102.63090","356.78299","-2.39418","-1.95220","-1.02015","2185.76050","356.67801","341.50760","342.23376","47.27213","-122.30981","2185.76050","0.05713","-2.50000"
"17.86580","99.49562","102.76163","102.65813","356.74744","-2.55580","-2.08540","-1.01952","2184.18799","356.64154","341.47110","342.19952","47.27223","-122.30981","2184.18799","0.05856","-2.50000"
"18.07429","99.49397","102.81094","102.69499","356.71173","-2.70201","-2.20084","-1.01939","2182.52710","356.60574","341.43530","342.16568","47.27233","-122.30982","2182.52710","0.06004","-2.50000"
"18.26867","99.50223","102.86320","102.73627","356.67841","-2.82452","-2.29407","-1.01883","2180.89917","356.57217","341.40170","342.13400","47.27242","-122.30983","2180.89917","0.06145","-2.50000"
"18.46033","99.51911","102.92062","102.78360","356.64523","-2.93205","-2.37287","-1.01853","2179.22656","356.53857","341.36807","342.10287","47.27251","-122.30984","2179.22656","0.06286","-2.50000"
"18.66597","99.54633","102.99004","102.84321","356.60944","-3.03253","-2.44343","-1.01848","2177.36621","356.50287","341.33234","342.06949","47.27261","-122.30984","2177.36621","0.06438","-2.50000"
"18.86987","99.58212","103.06250","102.90695","356.57376","-3.11733","-2.50059","-1.01823","2175.46313","356.46695","341.29642","342.03635","47.27271","-122.30986","2175.46313","0.06592","-2.50000"
"19.07247","99.62564","103.13894","102.97645","356.53812","-3.18772","-2.54592","-1.01802","2173.52368","356.43088","341.26031","342.00339","47.27280","-122.30987","2173.52368","0.06744","-2.50000"
"19.26736","99.67432","103.21545","103.04710","356.50360","-3.24331","-2.57970","-1.01488","2171.61963","356.39581","341.22522","341.97153","47.27289","-122.30988","2171.61963","0.06895","-2.50000"
"19.46820","99.73064","103.29488","103.12168","356.46851","-3.28967","-2.60368","-0.94942","2169.62476","356.35941","341.18881","341.93616","47.27299","-122.30988","2169.62476","0.07049","-2.50000"
"19.66770","99.79182","103.37395","103.19692","356.43658","-3.32471","-2.61767","-0.79634","2167.61743","356.32312","341.15250","341.89200","47.27308","-122.30989","2167.61743","0.07202","-2.50000"
"19.86851","99.85768","103.45147","103.27140","356.41028","-3.34988","-2.62491","-0.55742","2165.57715","356.28918","341.11853","341.83234","47.27318","-122.30990","2165.57715","0.07362","-2.50000"
"20.07124","99.92741","103.52848","103.34634","356.39252","-3.36657","-2.62673","-0.23530","2163.50293","356.26401","341.09332","341.75345","47.27328","-122.30991","2163.50293","0.07530","-2.50000"
"20.26967","99.99783","103.60522","103.42243","356.38687","-3.37553","-2.62414","0.15466","2161.46362","356.25320","341.08249","341.65616","47.27337","-122.30991","2161.46362","0.07693","-2.50000"
"20.47260","100.07156","103.68121","103.49809","356.39609","-3.37854","-2.61839","0.62575","2159.37305","356.25900","341.08829","341.53610","47.27347","-122.30993","2159.37329","0.07861","-2.50000"
"20.67434","100.14582","103.75285","103.56996","356.42297","-3.37695","-2.61077","1.16179","2157.29321","356.28409","341.11334","341.39716","47.27356","-122.30994","2157.29321","0.08031","-2.50000"
"20.86819","100.21735","103.81892","103.63644","356.46793","-3.37246","-2.60269","1.73658","2155.29492","356.32687","341.15610","341.24686","47.27366","-122.30994","2155.29492","0.08192","-2.50000"
"21.06603","100.28997","103.88623","103.70422","356.53491","-3.36589","-2.59361","2.37846","2153.25781","356.39236","341.22156","341.07922","47.27375","-122.30995","2153.25781","0.08354","-2.50000"
"21.25694","100.35938","103.94917","103.76801","356.62180","-3.35831","-2.58458","3.04680","2151.29492","356.47916","341.30835","340.90689","47.27384","-122.30996","2151.29492","0.08508","-2.50000"
"21.45182","100.42938","104.01270","103.83218","356.73468","-3.34944","-2.57665","3.74953","2149.29492","356.59348","341.42264","340.72449","47.27394","-122.30997","2149.29492","0.08662","-2.50000"
"21.65798","100.50230","104.08038","103.90112","356.88000","-3.33935","-2.57446","4.37782","2147.18384","356.74631","341.57544","340.53653","47.27404","-122.30997","2147.18384","0.08825","-2.50000"
"21.86560","100.57487","104.15015","103.97155","357.04929","-3.33073","-2.57685","4.86998","2145.06250","356.93161","341.76071","340.37082","47.27414","-122.30998","2145.06250","0.08985","-2.50000"
"22.07249","100.64674","104.22195","104.04398","357.23624","-3.32319","-2.57979","5.22474","2142.95215","357.13794","341.96701","340.24307","47.27423","-122.30999","2142.95215","0.09140","-2.50000"
"22.27973","100.71861","104.29405","104.11683","357.43658","-3.31567","-2.58200","5.44856","2140.84155","357.35602","342.18509","340.16107","47.27433","-122.31000","2140.84155","0.09294","-2.50000"
"22.47402","100.78619","104.36230","104.18533","357.63165","-3.30808","-2.58332","5.54302","2138.86597","357.56436","342.39340","340.12976","47.27443","-122.31001","2138.86597","0.09436","-2.50000"
"22.66826","100.85406","104.43164","104.25565","357.82959","-3.29998","-2.58339","5.53049","2136.89453","357.77228","342.60129","340.14349","47.27452","-122.31001","2136.89453","0.09575","-2.50000"
"22.87674","100.92732","104.50358","104.32847","358.04056","-3.29152","-2.57794","5.40362","2134.78198","357.99194","342.82092","340.20779","47.27462","-122.31001","2134.78198","0.09718","-2.50000"
"23.07256","100.99626","104.56821","104.39419","358.23376","-3.28139","-2.56772","5.18380","2132.80225","358.19238","343.02136","340.31287","47.27472","-122.31002","2132.80225","0.09847","-2.50000"
"23.26869","101.06500","104.63136","104.45851","358.41891","-3.26850","-2.55556","4.87194","2130.82495","358.38489","343.21384","340.45859","47.27481","-122.31002","2130.82495","0.09974","-2.50000"
"23.46258","101.13233","104.69076","104.51942","358.59082","-3.25342","-2.54333","4.48015","2128.87744","358.56329","343.39221","340.63913","47.27491","-122.31003","2128.87744","0.10098","-2.50000"
"23.65548","101.19833","104.74658","104.57706","358.74768","-3.23699","-2.53171","4.01386","2126.94849","358.72458","343.55350","340.85052","47.27500","-122.31003","2126.94849","0.10222","-2.50000"
"23.85209","101.26418","104.80250","104.63475","358.89056","-3.21875","-2.52121","3.50349","2124.99170","358.87009","343.69894","341.09308","47.27509","-122.31004","2124.99194","0.10347","-2.50000"
"24.05054","101.32909","104.85760","104.69181","359.01642","-3.20012","-2.51302","2.99495","2123.02710","358.99442","343.82327","341.35654","47.27519","-122.31004","2123.02710","0.10463","-2.50000"
"24.23987","101.38963","104.90960","104.74513","359.11923","-3.18302","-2.50666","2.52004","2121.16211","359.09277","343.92160","341.61743","47.27528","-122.31004","2121.16235","0.10563","-2.50000"
"24.43375","101.45021","104.96038","104.79739","359.20734","-3.16656","-2.50135","2.04766","2119.26172","359.17493","344.00375","341.88754","47.27538","-122.31004","2119.26172","0.10662","-2.50000"
"24.62708","101.50910","105.01025","104.84907","359.27841","-3.15142","-2.49713","1.59327","2117.37500","359.24097","344.06976","342.15485","47.27547","-122.31004","2117.37500","0.10744","-2.50000"
"24.82056","101.56653","105.05830","104.89845","359.33359","-3.13762","-2.49412","1.15789","2115.49438","359.29181","344.12057","342.41641","47.27556","-122.31004","2115.49463","0.10812","-2.50000"
"25.01471","101.62263","105.10597","104.94733","359.37378","-3.12523","-2.49237","0.74260","2113.61475","359.32755","344.15631","342.66962","47.27566","-122.31004","2113.61475","0.10872","-2.50000"
"25.20729","101.67695","105.15483","104.99693","359.39911","-3.11437","-2.49155","0.35295","2111.75586","359.34845","344.17719","342.90906","47.27575","-122.31004","2111.75586","0.10929","-2.50000"
"25.39800","101.72976","105.20274","105.04596","359.41089","-3.10475","-2.49123","-0.00998","2109.92041","359.35724","344.18594","343.13290","47.27584","-122.31005","2109.92041","0.10982","-2.50000"
"25.59064","101.78231","105.24940","105.09349","359.41037","-3.09620","-2.49198","-0.35161","2108.07104","359.35339","344.18207","343.34421","47.27594","-122.31005","2108.07104","0.11036","-2.50000"
"25.78472","101.83448","105.29532","105.14014","359.39801","-3.08892","-2.49383","-0.67005","2106.21143","359.33661","344.16528","343.54071","47.27603","-122.31005","2106.21143","0.11089","-2.50000"
"25.98034","101.88618","105.34093","105.18612","359.37418","-3.08285","-2.49614","-0.96513","2104.34058","359.30865","344.13730","343.72131","47.27613","-122.31005","2104.34058","0.11142","-2.50000"
"26.17675","101.93723","105.38649","105.23216","359.33997","-3.07771","-2.49862","-1.23481","2102.46484","359.27145","344.10007","343.88480","47.27622","-122.31005","2102.46484","0.11196","-2.50000"
"26.37208","101.98727","105.43256","105.27869","359.29666","-3.07331","-2.50128","-1.47675","2100.60107","359.22583","344.05441","344.02966","47.27632","-122.31006","2100.60107","0.11248","-2.50000"
"26.56710","102.03660","105.47909","105.32558","359.24521","-3.06945","-2.50413","-1.69225","2098.74219","359.17200","344.00058","344.15649","47.27641","-122.31006","2098.74219","0.11301","-2.50000"
"26.76063","102.08519","105.52540","105.37211","359.18683","-3.06604","-2.50713","-1.88094","2096.89893","359.11060","343.93915","344.26492","47.27651","-122.31006","2096.89893","0.11353","-2.50000"
"26.95133","102.13274","105.56953","105.41647","359.12299","-3.06305","-2.51011","-2.04299","2095.08350","359.04382","343.87238","344.35510","47.27660","-122.31006","2095.08350","0.11405","-2.50000"
"27.14716","102.18134","105.61456","105.46178","359.05185","-3.06029","-2.51324","-2.18506","2093.22046","358.96899","343.79752","344.43082","47.27670","-122.31007","2093.22046","0.11458","-2.50000"
"27.34226","102.22935","105.65951","105.50689","358.97583","-3.05798","-2.51574","-2.31173","2091.36499","358.89084","343.71933","344.48996","47.27679","-122.31007","2091.36499","0.11511","-2.50000"
"27.54208","102.27821","105.70567","105.55249","358.89301","-3.05572","-2.51599","-2.47800","2089.46509","358.80936","343.63782","344.53732","47.27689","-122.31007","2089.46509","0.11566","-2.50000"
"27.74411","102.32730","105.75257","105.60043","358.80374","-3.05241","-2.51689","-2.63105","2087.54517","358.72241","343.55087","344.57492","47.27699","-122.31007","2087.54517","0.11623","-2.50000"
"27.93624","102.37380","105.79704","105.64496","358.71408","-3.04919","-2.51905","-2.75289","2085.72046","358.63278","343.46121","344.60040","47.27708","-122.31007","2085.72046","0.11678","-2.50000"
"28.12771","102.42003","105.84035","105.68869","358.62103","-3.04657","-2.52133","-2.80992","2083.90308","358.53641","343.36481","344.61377","47.27718","-122.31007","2083.90308","0.11732","-2.50000"
"28.32205","102.46677","105.88367","105.73227","358.52472","-3.04396","-2.52114","-2.81747","2082.05933","358.43451","343.26288","344.61124","47.27727","-122.31008","2082.05933","0.11793","-2.50000"
"28.51633","102.51318","105.92432","105.77322","358.42816","-3.04114","-2.51909","-2.77661","2080.21704","358.33307","343.16144","344.59204","47.27736","-122.31008","2080.21704","0.11859","-2.50000"
"28.70987","102.55885","105.96370","105.81278","358.33383","-3.03721","-2.51585","-2.67441","2078.38306","358.23404","343.06235","344.55447","47.27746","-122.31009","2078.38306","0.11932","-2.50000"
"28.90006","102.60295","106.00014","105.84989","358.24496","-3.03308","-2.51285","-2.51232","2076.58252","358.13974","342.96805","344.49905","47.27755","-122.31009","2076.58252","0.12011","-2.50000"
"29.09319","102.64674","106.03452","105.88476","358.16068","-3.02866","-2.50889","-2.26547","2074.75610","358.04941","342.87769","344.42194","47.27765","-122.31010","2074.75610","0.12097","-2.50000"
